leaf,kernel,mode,radius,L,count,total,key
218296,sphere,spherical,3.000000,0.115028,0,0,0
218297,sphere,spherical,3.000000,0.115028,0,0,0
218298,sphere,spherical,3.000000,0.115028,44,106,0
218299,sphere,spherical,3.000000,0.115028,114,114,0
218301,sphere,spherical,3.000000,0.115028,110,110,0
218302,sphere,spherical,3.000000,0.115028,0,0,0
218252,sphere,spherical,3.000000,0.460113,0,0,0
218255,sphere,spherical,3.000000,0.460113,1,1,0
218280,sphere,spherical,3.000000,0.230057,0,0,0
218281,sphere,spherical,3.000000,0.230057,0,0,0
218282,sphere,spherical,3.000000,0.230057,0,0,0
218283,sphere,spherical,3.000000,0.230057,0,0,0
218294,sphere,spherical,3.000000,0.230057,72,72,0
218284,sphere,spherical,3.000000,0.115028,0,0,0
218285,sphere,spherical,3.000000,0.115028,29,53,0
218286,sphere,spherical,3.000000,0.115028,25,48,0
218287,sphere,spherical,3.000000,0.115028,0,0,0
218289,sphere,spherical,3.000000,0.115028,8,8,0
218290,sphere,spherical,3.000000,0.115028,7,7,0
218256,sphere,spherical,3.000000,0.230057,0,0,0
218259,sphere,spherical,3.000000,0.230057,0,0,0
218260,sphere,spherical,3.000000,0.230057,0,0,0
218277,sphere,spherical,3.000000,0.230057,0,0,0
218269,sphere,spherical,3.000000,0.115028,16,30,0
218270,sphere,spherical,3.000000,0.115028,0,0,0
218272,sphere,spherical,3.000000,0.115028,13,13,0
218273,sphere,spherical,3.000000,0.115028,28,28,0
218275,sphere,spherical,3.000000,0.115028,0,0,0
218276,sphere,spherical,3.000000,0.115028,12,26,0
218261,sphere,spherical,3.000000,0.115028,19,40,0
218262,sphere,spherical,3.000000,0.115028,0,0,0
218264,sphere,spherical,3.000000,0.115028,8,8,0
218265,sphere,spherical,3.000000,0.115028,13,13,0
218267,sphere,spherical,3.000000,0.115028,0,0,0
218268,sphere,spherical,3.000000,0.115028,18,39,0
218209,sphere,spherical,3.000000,0.460113,0,0,0
218247,sphere,spherical,3.000000,0.460113,0,0,0
218248,sphere,spherical,3.000000,0.460113,38,38,0
218251,sphere,spherical,3.000000,0.460113,0,0,0
218179,sphere,spherical,3.000000,0.460113,106,106,0
218205,sphere,spherical,3.000000,0.230057,0,0,0
218197,sphere,spherical,3.000000,0.115028,9,17,0
218198,sphere,spherical,3.000000,0.115028,53,53,0
218203,sphere,spherical,3.000000,0.115028,13,13,0
218204,sphere,spherical,3.000000,0.115028,21,62,0
218165,sphere,spherical,3.000000,0.230057,85,85,0
218166,sphere,spherical,3.000000,0.230057,0,0,0
218168,sphere,spherical,3.000000,0.230057,0,0,0
218169,sphere,spherical,3.000000,0.230057,0,0,0
218170,sphere,spherical,3.000000,0.230057,37,37,0
218171,sphere,spherical,3.000000,0.115028,53,53,0
218172,sphere,spherical,3.000000,0.115028,33,33,0
218173,sphere,spherical,3.000000,0.115028,42,42,0
218174,sphere,spherical,3.000000,0.115028,18,18,0
218149,sphere,spherical,3.000000,0.230057,75,75,0
218150,sphere,spherical,3.000000,0.230057,0,0,0
218151,sphere,spherical,3.000000,0.230057,0,8,0
218160,sphere,spherical,3.000000,0.230057,121,121,0
218161,sphere,spherical,3.000000,0.230057,0,0,0
218156,sphere,spherical,3.000000,0.115028,0,17,0
218157,sphere,spherical,3.000000,0.115028,33,60,0
217804,sphere,spherical,3.000000,3.680906,0,0,0
202247,sphere,spherical,3.000000,1.840453,0,0,0
205869,sphere,spherical,3.000000,1.840453,0,0,0
204928,sphere,spherical,3.000000,0.230057,0,58,0
204929,sphere,spherical,3.000000,0.230057,0,38,0
204868,sphere,spherical,3.000000,0.230057,0,18,0
204871,sphere,spherical,3.000000,0.230057,0,34,0
204615,sphere,spherical,3.000000,0.460113,0,11,0
204867,sphere,spherical,3.000000,0.230057,0,0,0
204863,sphere,spherical,3.000000,0.115028,49,126,0
204866,sphere,spherical,3.000000,0.115028,1,4,0
202914,sphere,spherical,3.000000,0.920227,0,0,0
204193,sphere,spherical,3.000000,0.920227,0,0,0
204613,sphere,spherical,3.000000,0.460113,0,0,0
204614,sphere,spherical,3.000000,0.460113,0,0,0
204297,sphere,spherical,3.000000,0.230057,0,0,0
204363,sphere,spherical,3.000000,0.230057,0,0,0
204350,sphere,spherical,3.000000,0.115028,49,49,0
204353,sphere,spherical,3.000000,0.115028,63,63,0
204354,sphere,spherical,3.000000,0.057514,16,26,0
204355,sphere,spherical,3.000000,0.057514,13,35,0
204357,sphere,spherical,3.000000,0.057514,31,31,0
204358,sphere,spherical,3.000000,0.057514,0,0,0
204360,sphere,spherical,3.000000,0.057514,1,1,0
204361,sphere,spherical,3.000000,0.057514,0,0,0
204342,sphere,spherical,3.000000,0.057514,10,10,0
204343,sphere,spherical,3.000000,0.057514,1,1,0
204348,sphere,spherical,3.000000,0.057514,13,31,0
204349,sphere,spherical,3.000000,0.057514,35,35,0
204315,sphere,spherical,3.000000,0.115028,2,10,0
204316,sphere,spherical,3.000000,0.115028,22,40,0
204317,sphere,spherical,3.000000,0.115028,10,10,0
204327,sphere,spherical,3.000000,0.057514,8,13,0
204328,sphere,spherical,3.000000,0.057514,14,34,0
204318,sphere,spherical,3.000000,0.057514,48,48,0
204319,sphere,spherical,3.000000,0.057514,53,53,0
204324,sphere,spherical,3.000000,0.057514,3,3,0
204325,sphere,spherical,3.000000,0.057514,10,10,0
204302,sphere,spherical,3.000000,0.057514,25,55,0
204303,sphere,spherical,3.000000,0.057514,26,46,0
204304,sphere,spherical,3.000000,0.057514,0,6,0
204305,sphere,spherical,3.000000,0.057514,1,1,0
204194,sphere,spherical,3.000000,0.230057,0,0,0
204219,sphere,spherical,3.000000,0.230057,0,0,0
204236,sphere,spherical,3.000000,0.230057,0,0,0
204229,sphere,spherical,3.000000,0.115028,110,110,0
204230,sphere,spherical,3.000000,0.115028,58,58,0
204224,sphere,spherical,3.000000,0.115028,40,93,0
204225,sphere,spherical,3.000000,0.115028,36,111,0
204226,sphere,spherical,3.000000,0.115028,36,69,0
204227,sphere,spherical,3.000000,0.115028,39,77,0
204195,sphere,spherical,3.000000,0.115028,8,8,0
204206,sphere,spherical,3.000000,0.115028,51,117,0
204207,sphere,spherical,3.000000,0.115028,34,86,0
204208,sphere,spherical,3.000000,0.115028,33,68,0
204209,sphere,spherical,3.000000,0.115028,14,26,0
204199,sphere,spherical,3.000000,0.057514,1,1,0
204200,sphere,spherical,3.000000,0.057514,30,30,0
204202,sphere,spherical,3.000000,0.057514,32,32,0
204203,sphere,spherical,3.000000,0.057514,22,30,0
204204,sphere,spherical,3.000000,0.057514,0,0,0
204205,sphere,spherical,3.000000,0.057514,0,0,0
202248,sphere,spherical,3.000000,0.460113,0,0,0
202249,sphere,spherical,3.000000,0.460113,0,0,0
202910,sphere,spherical,3.000000,0.115028,0,0,0
202903,sphere,spherical,3.000000,0.057514,32,32,0
202908,sphere,spherical,3.000000,0.057514,4,4,0
202859,sphere,spherical,3.000000,0.115028,0,0,0
202842,sphere,spherical,3.000000,0.057514,65,65,0
202845,sphere,spherical,3.000000,0.057514,4,4,0
202824,sphere,spherical,3.000000,0.115028,0,0,0
202825,sphere,spherical,3.000000,0.115028,0,0,0
202834,sphere,spherical,3.000000,0.057514,0,43,0
202837,sphere,spherical,3.000000,0.057514,1,1,0
202838,sphere,spherical,3.000000,0.057514,0,0,0
202841,sphere,spherical,3.000000,0.057514,2,80,0
202826,sphere,spherical,3.000000,0.057514,2,2,0
202828,sphere,spherical,3.000000,0.057514,0,5,0
202829,sphere,spherical,3.000000,0.057514,0,0,0
202830,sphere,spherical,3.000000,0.057514,61,61,0
202831,sphere,spherical,3.000000,0.057514,1,58,0
202833,sphere,spherical,3.000000,0.057514,63,63,0
202793,sphere,spherical,3.000000,0.115028,0,0,0
202794,sphere,spherical,3.000000,0.115028,0,74,0
202803,sphere,spherical,3.000000,0.115028,0,0,0
202795,sphere,spherical,3.000000,0.057514,0,3,0
202796,sphere,spherical,3.000000,0.057514,3,53,0
202801,sphere,spherical,3.000000,0.057514,0,24,0
202802,sphere,spherical,3.000000,0.057514,1,1,0
202785,sphere,spherical,3.000000,0.115028,0,0,0
202786,sphere,spherical,3.000000,0.115028,54,54,0
202787,sphere,spherical,3.000000,0.115028,94,94,0
202788,sphere,spherical,3.000000,0.115028,0,0,0
202763,sphere,spherical,3.000000,0.115028,0,0,0
202764,sphere,spherical,3.000000,0.115028,0,0,0
202756,sphere,spherical,3.000000,0.057514,57,57,0
202757,sphere,spherical,3.000000,0.057514,2,63,0
202760,sphere,spherical,3.000000,0.057514,0,4,0
202761,sphere,spherical,3.000000,0.057514,5,5,0
202748,sphere,spherical,3.000000,0.057514,54,54,0
202749,sphere,spherical,3.000000,0.057514,9,9,0
202752,sphere,spherical,3.000000,0.057514,9,9,0
202753,sphere,spherical,3.000000,0.057514,60,60,0
202555,sphere,spherical,3.000000,0.230057,49,49,0
202628,sphere,spherical,3.000000,0.230057,3,3,0
202609,sphere,spherical,3.000000,0.115028,0,0,0
202610,sphere,spherical,3.000000,0.115028,0,0,0
202620,sphere,spherical,3.000000,0.057514,5,5,0
202621,sphere,spherical,3.000000,0.057514,12,17,0
202622,sphere,spherical,3.000000,0.057514,29,53,0
202623,sphere,spherical,3.000000,0.057514,26,58,0
202596,sphere,spherical,3.000000,0.057514,17,24,0
202597,sphere,spherical,3.000000,0.057514,13,34,0
202598,sphere,spherical,3.000000,0.057514,15,39,0
202599,sphere,spherical,3.000000,0.057514,27,57,0
202572,sphere,spherical,3.000000,0.115028,0,0,0
202573,sphere,spherical,3.000000,0.115028,0,0,0
202574,sphere,spherical,3.000000,0.115028,0,0,0
202584,sphere,spherical,3.000000,0.057514,23,51,0
202585,sphere,spherical,3.000000,0.057514,17,46,0
202586,sphere,spherical,3.000000,0.057514,12,24,0
202587,sphere,spherical,3.000000,0.057514,16,35,0
202564,sphere,spherical,3.000000,0.057514,70,70,0
202571,sphere,spherical,3.000000,0.057514,12,12,0
202560,sphere,spherical,3.000000,0.057514,3,8,0
202561,sphere,spherical,3.000000,0.057514,12,20,0
202562,sphere,spherical,3.000000,0.057514,19,47,0
202563,sphere,spherical,3.000000,0.057514,24,52,0
186295,sphere,spherical,3.000000,3.680906,1,1,0
186334,sphere,spherical,3.000000,1.840453,0,0,0
188882,sphere,spherical,3.000000,0.920227,0,0,0
187389,sphere,spherical,3.000000,0.460113,0,0,0
187353,sphere,spherical,3.000000,0.115028,0,0,0
187354,sphere,spherical,3.000000,0.115028,0,0,0
187387,sphere,spherical,3.000000,0.115028,0,0,0
187381,sphere,spherical,3.000000,0.057514,67,67,0
187384,sphere,spherical,3.000000,0.057514,2,2,0
187363,sphere,spherical,3.000000,0.057514,1,39,0
187364,sphere,spherical,3.000000,0.057514,58,58,0
187365,sphere,spherical,3.000000,0.057514,3,3,0
187366,sphere,spherical,3.000000,0.057514,1,15,0
187367,sphere,spherical,3.000000,0.057514,10,10,0
187370,sphere,spherical,3.000000,0.057514,40,40,0
187356,sphere,spherical,3.000000,0.057514,0,9,0
187357,sphere,spherical,3.000000,0.057514,0,9,0
187360,sphere,spherical,3.000000,0.057514,1,59,0
187361,sphere,spherical,3.000000,0.057514,1,50,0
187287,sphere,spherical,3.000000,0.115028,0,0,0
187288,sphere,spherical,3.000000,0.115028,0,0,0
187297,sphere,spherical,3.000000,0.115028,0,113,0
187298,sphere,spherical,3.000000,0.115028,122,122,0
187308,sphere,spherical,3.000000,0.115028,0,0,0
187289,sphere,spherical,3.000000,0.057514,0,0,0
187296,sphere,spherical,3.000000,0.057514,34,34,0
187273,sphere,spherical,3.000000,0.115028,0,0,0
187274,sphere,spherical,3.000000,0.115028,1,101,0
187285,sphere,spherical,3.000000,0.115028,0,0,0
187277,sphere,spherical,3.000000,0.057514,2,37,0
187279,sphere,spherical,3.000000,0.057514,29,29,0
187280,sphere,spherical,3.000000,0.057514,42,42,0
187281,sphere,spherical,3.000000,0.057514,0,0,0
187282,sphere,spherical,3.000000,0.057514,0,0,0
187284,sphere,spherical,3.000000,0.057514,0,0,0
187199,sphere,spherical,3.000000,0.115028,0,0,0
187200,sphere,spherical,3.000000,0.115028,0,0,0
187209,sphere,spherical,3.000000,0.057514,5,44,0
187212,sphere,spherical,3.000000,0.057514,0,2,0
187201,sphere,spherical,3.000000,0.057514,1,1,0
187203,sphere,spherical,3.000000,0.057514,0,2,0
187204,sphere,spherical,3.000000,0.057514,1,1,0
187205,sphere,spherical,3.000000,0.057514,65,65,0
187206,sphere,spherical,3.000000,0.057514,2,75,0
187208,sphere,spherical,3.000000,0.057514,54,54,0
251442,sphere,spherical,3.000000,1.840453,0,0,0
251443,sphere,spherical,3.000000,1.840453,0,0,0
251686,sphere,spherical,3.000000,0.460113,0,0,0
251687,sphere,spherical,3.000000,0.460113,0,0,0
251392,sphere,spherical,3.000000,1.840453,0,0,0
250634,sphere,spherical,3.000000,1.840453,0,0,0
250635,sphere,spherical,3.000000,1.840453,0,0,0
251389,sphere,spherical,3.000000,1.840453,0,0,0
251390,sphere,spherical,3.000000,1.840453,0,0,0
251316,sphere,spherical,3.000000,0.920227,1,1,0
251317,sphere,spherical,3.000000,0.920227,0,0,0
251318,sphere,spherical,3.000000,0.460113,0,0,0
251342,sphere,spherical,3.000000,0.460113,1,1,0
251327,sphere,spherical,3.000000,0.230057,0,0,0
251341,sphere,spherical,3.000000,0.230057,0,0,0
251319,sphere,spherical,3.000000,0.230057,0,0,0
251326,sphere,spherical,3.000000,0.230057,0,0,0
251284,sphere,spherical,3.000000,0.460113,0,0,0
251315,sphere,spherical,3.000000,0.460113,0,0,0
251293,sphere,spherical,3.000000,0.230057,0,0,0
251314,sphere,spherical,3.000000,0.230057,0,0,0
251278,sphere,spherical,3.000000,0.230057,0,43,0
251280,sphere,spherical,3.000000,0.230057,48,123,0
251281,sphere,spherical,3.000000,0.230057,0,0,0
251282,sphere,spherical,3.000000,0.230057,0,0,0
251259,sphere,spherical,3.000000,0.230057,0,20,0
251260,sphere,spherical,3.000000,0.230057,0,0,0
251261,sphere,spherical,3.000000,0.230057,0,0,0
251262,sphere,spherical,3.000000,0.230057,0,26,0
251272,sphere,spherical,3.000000,0.230057,55,116,0
251266,sphere,spherical,3.000000,0.115028,1,1,0
251269,sphere,spherical,3.000000,0.115028,8,8,0
251234,sphere,spherical,3.000000,0.460113,0,22,0
251252,sphere,spherical,3.000000,0.230057,0,0,0
251057,sphere,spherical,3.000000,0.460113,2,2,0
251058,sphere,spherical,3.000000,0.460113,0,0,0
250950,sphere,spherical,3.000000,0.460113,0,0,0
250951,sphere,spherical,3.000000,0.460113,0,0,0
250969,sphere,spherical,3.000000,0.230057,31,31,0
250914,sphere,spherical,3.000000,0.460113,0,0,0
250915,sphere,spherical,3.000000,0.460113,0,0,0
250948,sphere,spherical,3.000000,0.460113,0,0,0
250949,sphere,spherical,3.000000,0.460113,0,0,0
250942,sphere,spherical,3.000000,0.230057,3,3,0
250944,sphere,spherical,3.000000,0.230057,0,0,0
250945,sphere,spherical,3.000000,0.230057,0,0,0
250946,sphere,spherical,3.000000,0.230057,0,0,0
250947,sphere,spherical,3.000000,0.230057,0,0,0
250934,sphere,spherical,3.000000,0.230057,0,0,0
250935,sphere,spherical,3.000000,0.230057,0,0,0
250936,sphere,spherical,3.000000,0.230057,0,0,0
250937,sphere,spherical,3.000000,0.230057,0,0,0
250926,sphere,spherical,3.000000,0.230057,0,0,0
250927,sphere,spherical,3.000000,0.230057,0,0,0
250928,sphere,spherical,3.000000,0.230057,0,0,0
250929,sphere,spherical,3.000000,0.230057,0,0,0
250916,sphere,spherical,3.000000,0.230057,0,0,0
250917,sphere,spherical,3.000000,0.230057,0,0,0
250918,sphere,spherical,3.000000,0.230057,0,0,0
250919,sphere,spherical,3.000000,0.230057,0,0,0
250921,sphere,spherical,3.000000,0.230057,24,24,0
250910,sphere,spherical,3.000000,0.460113,0,0,0
250911,sphere,spherical,3.000000,0.460113,0,0,0
250912,sphere,spherical,3.000000,0.460113,0,0,0
250913,sphere,spherical,3.000000,0.460113,0,0,0
250887,sphere,spherical,3.000000,0.230057,0,0,0
250879,sphere,spherical,3.000000,0.230057,0,0,0
250884,sphere,spherical,3.000000,0.230057,0,0,0
250690,sphere,spherical,3.000000,0.920227,0,0,0
250691,sphere,spherical,3.000000,0.920227,0,0,0
250637,sphere,spherical,3.000000,0.920227,0,0,0
250638,sphere,spherical,3.000000,0.920227,0,0,0
246787,sphere,spherical,3.000000,0.460113,9,9,0
246788,sphere,spherical,3.000000,0.460113,21,21,0
246789,sphere,spherical,3.000000,0.460113,70,70,0
246790,sphere,spherical,3.000000,0.230057,0,0,0
246793,sphere,spherical,3.000000,0.230057,0,0,0
246794,sphere,spherical,3.000000,0.230057,6,14,0
246795,sphere,spherical,3.000000,0.230057,76,76,0
246796,sphere,spherical,3.000000,0.230057,20,20,0
246797,sphere,spherical,3.000000,0.230057,12,36,0
246776,sphere,spherical,3.000000,0.230057,4,100,0
246785,sphere,spherical,3.000000,0.230057,1,109,0
246786,sphere,spherical,3.000000,0.230057,0,35,0
246777,sphere,spherical,3.000000,0.115028,0,20,0
246780,sphere,spherical,3.000000,0.115028,0,7,0
246781,sphere,spherical,3.000000,0.115028,1,27,0
246784,sphere,spherical,3.000000,0.115028,0,12,0
246745,sphere,spherical,3.000000,0.230057,0,27,0
246746,sphere,spherical,3.000000,0.230057,0,18,0
246747,sphere,spherical,3.000000,0.230057,0,18,0
246748,sphere,spherical,3.000000,0.230057,0,18,0
246735,sphere,spherical,3.000000,0.460113,24,46,0
246727,sphere,spherical,3.000000,0.230057,27,27,0
246728,sphere,spherical,3.000000,0.230057,0,0,0
246729,sphere,spherical,3.000000,0.230057,0,0,0
246730,sphere,spherical,3.000000,0.230057,76,76,0
246684,sphere,spherical,3.000000,0.230057,113,113,0
246685,sphere,spherical,3.000000,0.230057,0,0,0
246686,sphere,spherical,3.000000,0.230057,0,0,0
246687,sphere,spherical,3.000000,0.230057,106,106,0
246674,sphere,spherical,3.000000,0.230057,0,0,0
246675,sphere,spherical,3.000000,0.230057,79,79,0
246676,sphere,spherical,3.000000,0.230057,99,99,0
246677,sphere,spherical,3.000000,0.230057,0,0,0
246613,sphere,spherical,3.000000,0.460113,25,25,0
246669,sphere,spherical,3.000000,0.460113,15,15,0
246661,sphere,spherical,3.000000,0.230057,89,89,0
246662,sphere,spherical,3.000000,0.230057,0,0,0
246663,sphere,spherical,3.000000,0.230057,0,0,0
246664,sphere,spherical,3.000000,0.230057,61,61,0
246618,sphere,spherical,3.000000,0.230057,20,20,0
246619,sphere,spherical,3.000000,0.230057,26,26,0
246620,sphere,spherical,3.000000,0.230057,8,8,0
246621,sphere,spherical,3.000000,0.230057,21,21,0
246580,sphere,spherical,3.000000,0.460113,61,61,0
246581,sphere,spherical,3.000000,0.460113,21,21,0
246582,sphere,spherical,3.000000,0.460113,70,70,0
246607,sphere,spherical,3.000000,0.230057,0,13,0
246608,sphere,spherical,3.000000,0.230057,0,0,0
246609,sphere,spherical,3.000000,0.230057,0,0,0
246610,sphere,spherical,3.000000,0.230057,0,55,0
246583,sphere,spherical,3.000000,0.230057,1,15,0
246584,sphere,spherical,3.000000,0.230057,0,75,0
246585,sphere,spherical,3.000000,0.230057,4,117,0
246586,sphere,spherical,3.000000,0.230057,0,76,0
246565,sphere,spherical,3.000000,0.230057,0,0,0
246566,sphere,spherical,3.000000,0.230057,79,79,0
246575,sphere,spherical,3.000000,0.230057,1,1,0
246576,sphere,spherical,3.000000,0.230057,0,0,0
246579,sphere,spherical,3.000000,0.230057,0,0,0
246567,sphere,spherical,3.000000,0.115028,0,43,0
246568,sphere,spherical,3.000000,0.115028,14,14,0
246570,sphere,spherical,3.000000,0.115028,0,0,0
246571,sphere,spherical,3.000000,0.115028,0,0,0
246573,sphere,spherical,3.000000,0.115028,14,14,0
246574,sphere,spherical,3.000000,0.115028,0,37,0
246486,sphere,spherical,3.000000,0.920227,0,0,0
246489,sphere,spherical,3.000000,0.920227,0,0,0
246491,sphere,spherical,3.000000,0.460113,0,0,0
246492,sphere,spherical,3.000000,0.460113,0,0,0
246493,sphere,spherical,3.000000,0.460113,0,0,0
246494,sphere,spherical,3.000000,0.460113,70,70,0
246541,sphere,spherical,3.000000,0.230057,0,22,0
246533,sphere,spherical,3.000000,0.115028,44,44,0
246536,sphere,spherical,3.000000,0.115028,22,22,0
246537,sphere,spherical,3.000000,0.115028,25,25,0
246538,sphere,spherical,3.000000,0.115028,0,37,0
246539,sphere,spherical,3.000000,0.115028,1,1,0
246540,sphere,spherical,3.000000,0.115028,12,12,0
246525,sphere,spherical,3.000000,0.115028,6,121,0
246528,sphere,spherical,3.000000,0.115028,0,9,0
246529,sphere,spherical,3.000000,0.115028,1,14,0
246532,sphere,spherical,3.000000,0.115028,2,89,0
246517,sphere,spherical,3.000000,0.115028,0,14,0
246520,sphere,spherical,3.000000,0.115028,0,0,0
246521,sphere,spherical,3.000000,0.115028,0,15,0
246524,sphere,spherical,3.000000,0.115028,0,53,0
246516,sphere,spherical,3.000000,0.230057,56,56,0
246512,sphere,spherical,3.000000,0.115028,57,57,0
246515,sphere,spherical,3.000000,0.115028,24,24,0
246450,sphere,spherical,3.000000,0.460113,0,0,0
246484,sphere,spherical,3.000000,0.460113,0,0,0
246485,sphere,spherical,3.000000,0.460113,0,0,0
246455,sphere,spherical,3.000000,0.230057,19,19,0
246456,sphere,spherical,3.000000,0.230057,66,66,0
246457,sphere,spherical,3.000000,0.230057,3,3,0
246458,sphere,spherical,3.000000,0.230057,0,0,0
246432,sphere,spherical,3.000000,0.920227,0,0,0
246433,sphere,spherical,3.000000,0.460113,0,0,0
246435,sphere,spherical,3.000000,0.460113,0,0,0
246436,sphere,spherical,3.000000,0.460113,104,104,0
246445,sphere,spherical,3.000000,0.460113,0,0,0
246447,sphere,spherical,3.000000,0.460113,0,0,0
246440,sphere,spherical,3.000000,0.230057,0,0,0
246441,sphere,spherical,3.000000,0.230057,7,7,0
246121,sphere,spherical,3.000000,0.460113,1,1,0
246122,sphere,spherical,3.000000,0.460113,18,18,0
246123,sphere,spherical,3.000000,0.460113,25,25,0
246124,sphere,spherical,3.000000,0.460113,64,64,0
246127,sphere,spherical,3.000000,0.460113,8,8,0
246129,sphere,spherical,3.000000,0.230057,52,52,0
246130,sphere,spherical,3.000000,0.230057,5,5,0
246143,sphere,spherical,3.000000,0.115028,16,16,0
246144,sphere,spherical,3.000000,0.115028,1,1,0
246145,sphere,spherical,3.000000,0.115028,13,13,0
246146,sphere,spherical,3.000000,0.115028,35,35,0
246147,sphere,spherical,3.000000,0.115028,19,21,0
246148,sphere,spherical,3.000000,0.115028,28,45,0
246135,sphere,spherical,3.000000,0.115028,7,10,0
246136,sphere,spherical,3.000000,0.115028,1,14,0
246137,sphere,spherical,3.000000,0.115028,0,9,0
246138,sphere,spherical,3.000000,0.115028,0,25,0
246085,sphere,spherical,3.000000,0.460113,84,84,0
246095,sphere,spherical,3.000000,0.460113,27,27,0
246096,sphere,spherical,3.000000,0.460113,6,6,0
246120,sphere,spherical,3.000000,0.460113,16,16,0
246105,sphere,spherical,3.000000,0.230057,0,87,0
246106,sphere,spherical,3.000000,0.230057,0,0,0
246111,sphere,spherical,3.000000,0.230057,0,47,0
246112,sphere,spherical,3.000000,0.115028,0,0,0
246113,sphere,spherical,3.000000,0.115028,0,0,0
246116,sphere,spherical,3.000000,0.115028,34,66,0
246117,sphere,spherical,3.000000,0.115028,27,65,0
246118,sphere,spherical,3.000000,0.115028,0,0,0
246119,sphere,spherical,3.000000,0.115028,6,6,0
246097,sphere,spherical,3.000000,0.230057,3,80,0
246098,sphere,spherical,3.000000,0.230057,0,0,0
246103,sphere,spherical,3.000000,0.230057,0,0,0
246104,sphere,spherical,3.000000,0.230057,0,36,0
246008,sphere,spherical,3.000000,0.460113,0,19,0
246009,sphere,spherical,3.000000,0.460113,0,35,0
246010,sphere,spherical,3.000000,0.230057,0,0,0
246011,sphere,spherical,3.000000,0.230057,0,0,0
246012,sphere,spherical,3.000000,0.230057,7,53,0
246013,sphere,spherical,3.000000,0.230057,2,40,0
246004,sphere,spherical,3.000000,0.230057,0,3,0
246005,sphere,spherical,3.000000,0.230057,2,26,0
246006,sphere,spherical,3.000000,0.230057,0,0,0
246007,sphere,spherical,3.000000,0.230057,0,0,0
245962,sphere,spherical,3.000000,0.460113,0,9,0
245963,sphere,spherical,3.000000,0.460113,0,57,0
245964,sphere,spherical,3.000000,0.460113,3,34,0
245965,sphere,spherical,3.000000,0.460113,0,9,0
245958,sphere,spherical,3.000000,0.460113,0,0,0
245959,sphere,spherical,3.000000,0.460113,37,37,0
245960,sphere,spherical,3.000000,0.460113,44,44,0
245961,sphere,spherical,3.000000,0.460113,2,2,0
245941,sphere,spherical,3.000000,0.460113,101,101,0
245942,sphere,spherical,3.000000,0.460113,92,92,0
245943,sphere,spherical,3.000000,0.460113,0,0,0
245944,sphere,spherical,3.000000,0.460113,0,0,0
245937,sphere,spherical,3.000000,0.460113,48,48,0
245938,sphere,spherical,3.000000,0.460113,122,122,0
245929,sphere,spherical,3.000000,0.230057,0,33,0
245932,sphere,spherical,3.000000,0.230057,0,25,0
245933,sphere,spherical,3.000000,0.230057,0,0,0
245934,sphere,spherical,3.000000,0.230057,43,113,0
245935,sphere,spherical,3.000000,0.230057,44,113,0
245936,sphere,spherical,3.000000,0.230057,0,0,0
245923,sphere,spherical,3.000000,0.230057,30,95,0
245924,sphere,spherical,3.000000,0.230057,35,115,0
245925,sphere,spherical,3.000000,0.230057,0,0,0
245926,sphere,spherical,3.000000,0.230057,0,0,0
245927,sphere,spherical,3.000000,0.230057,0,13,0
245928,sphere,spherical,3.000000,0.230057,0,22,0
245912,sphere,spherical,3.000000,0.230057,45,70,0
245913,sphere,spherical,3.000000,0.230057,0,0,0
245916,sphere,spherical,3.000000,0.230057,0,117,0
245917,sphere,spherical,3.000000,0.230057,45,114,0
245904,sphere,spherical,3.000000,0.230057,64,73,0
245905,sphere,spherical,3.000000,0.230057,1,15,0
245908,sphere,spherical,3.000000,0.230057,2,11,0
245909,sphere,spherical,3.000000,0.230057,73,81,0
245893,sphere,spherical,3.000000,0.460113,84,84,0
245894,sphere,spherical,3.000000,0.460113,85,85,0
245895,sphere,spherical,3.000000,0.230057,77,84,0
245896,sphere,spherical,3.000000,0.230057,0,13,0
245897,sphere,spherical,3.000000,0.230057,0,15,0
245898,sphere,spherical,3.000000,0.230057,74,77,0
245885,sphere,spherical,3.000000,0.230057,1,21,0
245888,sphere,spherical,3.000000,0.230057,5,16,0
245889,sphere,spherical,3.000000,0.230057,64,69,0
245892,sphere,spherical,3.000000,0.230057,56,62,0
245877,sphere,spherical,3.000000,0.230057,25,93,0
245878,sphere,spherical,3.000000,0.230057,0,0,0
245879,sphere,spherical,3.000000,0.230057,0,60,0
245880,sphere,spherical,3.000000,0.230057,0,48,0
245881,sphere,spherical,3.000000,0.230057,0,0,0
245882,sphere,spherical,3.000000,0.230057,23,89,0
245869,sphere,spherical,3.000000,0.230057,24,92,0
245870,sphere,spherical,3.000000,0.230057,0,0,0
245871,sphere,spherical,3.000000,0.230057,0,8,0
245872,sphere,spherical,3.000000,0.230057,0,19,0
245873,sphere,spherical,3.000000,0.230057,0,0,0
245874,sphere,spherical,3.000000,0.230057,26,84,0
245676,sphere,spherical,3.000000,0.920227,92,92,0
245677,sphere,spherical,3.000000,0.920227,0,0,0
245823,sphere,spherical,3.000000,0.460113,0,37,0
245840,sphere,spherical,3.000000,0.460113,0,14,0
245857,sphere,spherical,3.000000,0.230057,0,0,0
245858,sphere,spherical,3.000000,0.230057,0,0,0
245859,sphere,spherical,3.000000,0.230057,1,38,0
