leaf,kernel,mode,radius,count,total,key
246271,sphere,cylindrical,0.200000,0,0,0
246272,sphere,cylindrical,0.200000,0,0,0
246247,sphere,cylindrical,0.200000,0,0,0
246248,sphere,cylindrical,0.200000,0,0,0
246249,sphere,cylindrical,0.200000,0,0,0
246251,sphere,cylindrical,0.200000,0,0,0
246267,sphere,cylindrical,0.200000,0,0,0
246268,sphere,cylindrical,0.200000,0,0,0
246262,sphere,cylindrical,0.200000,0,0,0
246263,sphere,cylindrical,0.200000,0,0,0
246264,sphere,cylindrical,0.200000,0,0,0
246265,sphere,cylindrical,0.200000,0,0,0
246266,sphere,cylindrical,0.200000,99,99,0
246254,sphere,cylindrical,0.200000,110,110,0
246141,sphere,cylindrical,0.200000,17,17,0
246235,sphere,cylindrical,0.200000,65,65,0
246236,sphere,cylindrical,0.200000,0,0,0
246237,sphere,cylindrical,0.200000,0,0,0
246238,sphere,cylindrical,0.200000,80,80,0
246239,sphere,cylindrical,0.200000,0,0,0
246240,sphere,cylindrical,0.200000,0,0,0
246241,sphere,cylindrical,0.200000,0,0,0
246233,sphere,cylindrical,0.200000,0,0,0
246234,sphere,cylindrical,0.200000,99,99,0
246144,sphere,cylindrical,0.200000,0,0,0
246044,sphere,cylindrical,0.200000,0,0,0
245997,sphere,cylindrical,0.200000,0,0,0
245998,sphere,cylindrical,0.200000,0,0,0
245999,sphere,cylindrical,0.200000,0,0,0
246003,sphere,cylindrical,0.200000,111,111,0
246004,sphere,cylindrical,0.200000,76,76,0
245988,sphere,cylindrical,0.200000,6,6,0
245990,sphere,cylindrical,0.200000,0,0,0
245994,sphere,cylindrical,0.200000,125,125,0
245995,sphere,cylindrical,0.200000,1,1,0
245996,sphere,cylindrical,0.200000,0,0,0
245874,sphere,cylindrical,0.200000,1,1,0
245876,sphere,cylindrical,0.200000,0,0,0
245877,sphere,cylindrical,0.200000,0,0,0
245878,sphere,cylindrical,0.200000,0,0,0
245928,sphere,cylindrical,0.200000,15,15,0
245901,sphere,cylindrical,0.200000,0,0,0
245902,sphere,cylindrical,0.200000,0,0,0
245919,sphere,cylindrical,0.200000,0,0,0
245920,sphere,cylindrical,0.200000,0,0,0
245846,sphere,cylindrical,0.200000,0,0,0
245872,sphere,cylindrical,0.200000,0,0,0
245866,sphere,cylindrical,0.200000,99,99,0
245867,sphere,cylindrical,0.200000,70,70,0
245868,sphere,cylindrical,0.200000,0,0,0
245869,sphere,cylindrical,0.200000,0,0,0
245870,sphere,cylindrical,0.200000,0,0,0
245847,sphere,cylindrical,0.200000,0,0,0
245848,sphere,cylindrical,0.200000,0,0,0
245849,sphere,cylindrical,0.200000,0,0,0
245850,sphere,cylindrical,0.200000,0,0,0
245851,sphere,cylindrical,0.200000,19,19,0
245852,sphere,cylindrical,0.200000,14,14,0
245854,sphere,cylindrical,0.200000,0,0,0
245855,sphere,cylindrical,0.200000,8,8,0
245856,sphere,cylindrical,0.200000,82,82,0
245857,sphere,cylindrical,0.200000,0,0,0
245858,sphere,cylindrical,0.200000,0,0,0
245859,sphere,cylindrical,0.200000,58,58,0
245816,sphere,cylindrical,0.200000,0,0,0
245817,sphere,cylindrical,0.200000,0,0,0
245818,sphere,cylindrical,0.200000,0,0,0
245820,sphere,cylindrical,0.200000,2,2,0
245821,sphere,cylindrical,0.200000,0,0,0
245822,sphere,cylindrical,0.200000,23,23,0
245823,sphere,cylindrical,0.200000,0,0,0
245824,sphere,cylindrical,0.200000,93,93,0
245825,sphere,cylindrical,0.200000,0,0,0
245826,sphere,cylindrical,0.200000,0,0,0
245809,sphere,cylindrical,0.200000,89,89,0
245810,sphere,cylindrical,0.200000,0,0,0
245813,sphere,cylindrical,0.200000,0,0,0
245814,sphere,cylindrical,0.200000,3,3,0
245682,sphere,cylindrical,0.200000,3,3,0
245683,sphere,cylindrical,0.200000,40,40,0
245766,sphere,cylindrical,0.200000,24,24,0
245767,sphere,cylindrical,0.200000,0,0,0
245768,sphere,cylindrical,0.200000,0,0,0
245773,sphere,cylindrical,0.200000,0,0,0
245774,sphere,cylindrical,0.200000,0,0,0
245729,sphere,cylindrical,0.200000,28,28,0
245753,sphere,cylindrical,0.200000,0,0,0
245754,sphere,cylindrical,0.200000,0,0,0
245749,sphere,cylindrical,0.200000,0,0,0
245750,sphere,cylindrical,0.200000,0,0,0
245738,sphere,cylindrical,0.200000,0,0,0
245739,sphere,cylindrical,0.200000,0,0,0
245740,sphere,cylindrical,0.200000,102,102,0
245734,sphere,cylindrical,0.200000,60,60,0
245723,sphere,cylindrical,0.200000,0,0,0
245724,sphere,cylindrical,0.200000,61,61,0
245725,sphere,cylindrical,0.200000,28,28,0
245726,sphere,cylindrical,0.200000,0,0,0
223016,sphere,cylindrical,0.200000,0,0,0
221375,sphere,cylindrical,0.200000,0,0,0
221376,sphere,cylindrical,0.200000,0,0,0
221115,sphere,cylindrical,0.200000,0,0,0
221116,sphere,cylindrical,0.200000,0,0,0
221113,sphere,cylindrical,0.200000,105,105,0
221114,sphere,cylindrical,0.200000,0,0,0
221017,sphere,cylindrical,0.200000,4,16,0
221048,sphere,cylindrical,0.200000,31,51,0
221033,sphere,cylindrical,0.200000,34,34,0
221043,sphere,cylindrical,0.200000,71,71,0
221044,sphere,cylindrical,0.200000,0,0,0
221045,sphere,cylindrical,0.200000,0,0,0
221047,sphere,cylindrical,0.200000,0,0,0
221018,sphere,cylindrical,0.200000,28,28,0
221028,sphere,cylindrical,0.200000,10,10,0
221029,sphere,cylindrical,0.200000,0,0,0
221032,sphere,cylindrical,0.200000,0,0,0
221009,sphere,cylindrical,0.200000,0,117,0
221010,sphere,cylindrical,0.200000,0,103,0
221015,sphere,cylindrical,0.200000,0,0,0
221016,sphere,cylindrical,0.200000,0,0,0
221005,sphere,cylindrical,0.200000,0,0,0
221006,sphere,cylindrical,0.200000,0,0,0
221007,sphere,cylindrical,0.200000,0,0,0
221008,sphere,cylindrical,0.200000,0,7,1
219083,sphere,cylindrical,0.200000,0,0,0
219082,sphere,cylindrical,0.200000,0,4,0
219078,sphere,cylindrical,0.200000,0,3,0
219079,sphere,cylindrical,0.200000,0,0,0
219080,sphere,cylindrical,0.200000,0,0,0
219081,sphere,cylindrical,0.200000,0,0,0
219034,sphere,cylindrical,0.200000,0,0,0
219035,sphere,cylindrical,0.200000,0,0,0
219051,sphere,cylindrical,0.200000,28,28,0
219052,sphere,cylindrical,0.200000,10,42,1
219055,sphere,cylindrical,0.200000,0,0,0
219037,sphere,cylindrical,0.200000,0,0,0
219038,sphere,cylindrical,0.200000,0,0,0
219048,sphere,cylindrical,0.200000,0,0,0
219049,sphere,cylindrical,0.200000,23,23,0
219026,sphere,cylindrical,0.200000,0,0,0
219027,sphere,cylindrical,0.200000,0,0,0
219029,sphere,cylindrical,0.200000,0,0,0
219030,sphere,cylindrical,0.200000,9,17,1
219032,sphere,cylindrical,0.200000,121,121,0
219033,sphere,cylindrical,0.200000,39,39,0
219015,sphere,cylindrical,0.200000,32,71,0
219024,sphere,cylindrical,0.200000,0,16,0
219025,sphere,cylindrical,0.200000,5,103,0
219016,sphere,cylindrical,0.200000,0,0,0
219019,sphere,cylindrical,0.200000,33,33,0
219020,sphere,cylindrical,0.200000,104,104,0
219023,sphere,cylindrical,0.200000,0,0,0
218929,sphere,cylindrical,0.200000,0,16,0
218930,sphere,cylindrical,0.200000,0,0,0
218931,sphere,cylindrical,0.200000,0,0,0
218932,sphere,cylindrical,0.200000,88,106,0
218915,sphere,cylindrical,0.200000,0,0,0
218920,sphere,cylindrical,0.200000,0,0,0
218921,sphere,cylindrical,0.200000,9,9,0
218922,sphere,cylindrical,0.200000,97,97,0
218927,sphere,cylindrical,0.200000,0,0,0
218928,sphere,cylindrical,0.200000,0,0,0
218886,sphere,cylindrical,0.200000,0,0,0
218887,sphere,cylindrical,0.200000,0,0,0
218913,sphere,cylindrical,0.200000,0,0,0
218914,sphere,cylindrical,0.200000,0,14,0
218564,sphere,cylindrical,0.200000,35,105,0
218786,sphere,cylindrical,0.200000,27,127,0
218787,sphere,cylindrical,0.200000,36,56,0
218788,sphere,cylindrical,0.200000,102,126,0
218843,sphere,cylindrical,0.200000,0,0,0
218844,sphere,cylindrical,0.200000,0,0,0
218877,sphere,cylindrical,0.200000,0,0,0
218878,sphere,cylindrical,0.200000,0,0,0
218879,sphere,cylindrical,0.200000,0,0,0
218881,sphere,cylindrical,0.200000,0,0,0
218884,sphere,cylindrical,0.200000,24,24,0
218885,sphere,cylindrical,0.200000,0,0,0
218840,sphere,cylindrical,0.200000,20,20,0
218841,sphere,cylindrical,0.200000,0,0,0
218842,sphere,cylindrical,0.200000,0,0,0
218836,sphere,cylindrical,0.200000,17,17,0
218837,sphere,cylindrical,0.200000,70,70,0
218838,sphere,cylindrical,0.200000,0,0,0
218839,sphere,cylindrical,0.200000,0,0,0
218500,sphere,cylindrical,0.200000,0,0,0
218563,sphere,cylindrical,0.200000,0,0,0
218559,sphere,cylindrical,0.200000,0,0,0
218560,sphere,cylindrical,0.200000,0,0,0
218561,sphere,cylindrical,0.200000,15,15,0
218562,sphere,cylindrical,0.200000,46,46,0
218501,sphere,cylindrical,0.200000,35,92,0
218502,sphere,cylindrical,0.200000,51,51,0
218503,sphere,cylindrical,0.200000,0,0,0
218504,sphere,cylindrical,0.200000,0,0,0
218442,sphere,cylindrical,0.200000,1,109,1
217442,sphere,cylindrical,0.200000,6,50,0
217444,sphere,cylindrical,0.200000,0,0,0
217449,sphere,cylindrical,0.200000,16,16,0
217410,sphere,cylindrical,0.200000,115,115,0
217411,sphere,cylindrical,0.200000,0,0,0
217412,sphere,cylindrical,0.200000,0,0,0
217402,sphere,cylindrical,0.200000,0,0,0
217405,sphere,cylindrical,0.200000,21,21,0
217406,sphere,cylindrical,0.200000,33,33,0
217409,sphere,cylindrical,0.200000,0,0,0
217366,sphere,cylindrical,0.200000,69,69,0
217367,sphere,cylindrical,0.200000,44,44,0
217400,sphere,cylindrical,0.200000,0,0,0
217401,sphere,cylindrical,0.200000,0,0,0
217363,sphere,cylindrical,0.200000,82,100,1
217364,sphere,cylindrical,0.200000,34,77,0
217365,sphere,cylindrical,0.200000,3,28,0
217359,sphere,cylindrical,0.200000,0,0,0
217360,sphere,cylindrical,0.200000,109,109,0
216607,sphere,cylindrical,0.200000,0,0,0
216608,sphere,cylindrical,0.200000,0,0,0
216609,sphere,cylindrical,0.200000,0,0,0
216610,sphere,cylindrical,0.200000,0,0,0
216313,sphere,cylindrical,0.200000,0,0,0
216314,sphere,cylindrical,0.200000,0,0,0
216449,sphere,cylindrical,0.200000,0,0,0
216450,sphere,cylindrical,0.200000,0,0,0
216451,sphere,cylindrical,0.200000,0,0,0
216452,sphere,cylindrical,0.200000,0,0,0
216518,sphere,cylindrical,0.200000,0,0,0
216519,sphere,cylindrical,0.200000,0,0,0
216606,sphere,cylindrical,0.200000,0,0,0
216482,sphere,cylindrical,0.200000,0,0,0
216513,sphere,cylindrical,0.200000,0,0,0
216517,sphere,cylindrical,0.200000,0,0,0
216453,sphere,cylindrical,0.200000,0,0,0
216454,sphere,cylindrical,0.200000,4,4,0
216456,sphere,cylindrical,0.200000,0,0,0
216457,sphere,cylindrical,0.200000,0,0,0
216480,sphere,cylindrical,0.200000,0,0,0
216481,sphere,cylindrical,0.200000,0,0,0
214459,sphere,cylindrical,0.200000,0,0,0
214460,sphere,cylindrical,0.200000,0,0,0
214311,sphere,cylindrical,0.200000,0,0,0
214312,sphere,cylindrical,0.200000,0,0,0
214457,sphere,cylindrical,0.200000,0,0,0
214458,sphere,cylindrical,0.200000,0,0,0
214414,sphere,cylindrical,0.200000,0,0,0
214415,sphere,cylindrical,0.200000,33,33,0
214416,sphere,cylindrical,0.200000,0,0,0
214428,sphere,cylindrical,0.200000,0,0,0
214313,sphere,cylindrical,0.200000,0,0,0
214314,sphere,cylindrical,0.200000,0,0,0
214315,sphere,cylindrical,0.200000,0,0,0
214316,sphere,cylindrical,0.200000,0,0,0
214317,sphere,cylindrical,0.200000,10,10,0
214318,sphere,cylindrical,0.200000,0,0,0
214319,sphere,cylindrical,0.200000,0,0,0
214321,sphere,cylindrical,0.200000,0,0,0
214323,sphere,cylindrical,0.200000,5,5,0
214324,sphere,cylindrical,0.200000,92,92,0
214327,sphere,cylindrical,0.200000,0,0,0
214328,sphere,cylindrical,0.200000,0,0,0
214307,sphere,cylindrical,0.200000,0,0,0
214308,sphere,cylindrical,0.200000,0,0,0
214309,sphere,cylindrical,0.200000,0,0,0
214310,sphere,cylindrical,0.200000,0,0,0
213518,sphere,cylindrical,0.200000,35,35,0
213549,sphere,cylindrical,0.200000,128,128,0
213609,sphere,cylindrical,0.200000,15,15,0
213612,sphere,cylindrical,0.200000,36,36,0
213620,sphere,cylindrical,0.200000,0,0,0
213558,sphere,cylindrical,0.200000,0,0,0
213559,sphere,cylindrical,0.200000,0,0,0
213522,sphere,cylindrical,0.200000,0,0,0
213523,sphere,cylindrical,0.200000,0,0,0
213524,sphere,cylindrical,0.200000,104,104,0
213548,sphere,cylindrical,0.200000,0,0,0
213525,sphere,cylindrical,0.200000,0,0,0
213526,sphere,cylindrical,0.200000,0,0,0
213527,sphere,cylindrical,0.200000,2,2,0
213528,sphere,cylindrical,0.200000,104,104,0
213545,sphere,cylindrical,0.200000,0,0,0
213546,sphere,cylindrical,0.200000,0,0,0
213529,sphere,cylindrical,0.200000,32,32,0
213538,sphere,cylindrical,0.200000,0,0,0
213539,sphere,cylindrical,0.200000,0,0,0
213541,sphere,cylindrical,0.200000,0,0,0
213530,sphere,cylindrical,0.200000,0,0,0
213532,sphere,cylindrical,0.200000,0,0,0
213533,sphere,cylindrical,0.200000,0,0,0
213534,sphere,cylindrical,0.200000,27,27,0
213535,sphere,cylindrical,0.200000,76,76,0
213536,sphere,cylindrical,0.200000,65,65,0
213537,sphere,cylindrical,0.200000,18,18,0
213400,sphere,cylindrical,0.200000,26,26,0
213504,sphere,cylindrical,0.200000,72,72,0
213505,sphere,cylindrical,0.200000,0,0,0
213506,sphere,cylindrical,0.200000,0,0,0
213507,sphere,cylindrical,0.200000,0,0,0
213508,sphere,cylindrical,0.200000,0,0,0
213500,sphere,cylindrical,0.200000,0,0,0
213501,sphere,cylindrical,0.200000,55,55,0
213488,sphere,cylindrical,0.200000,66,66,0
213489,sphere,cylindrical,0.200000,7,7,0
213490,sphere,cylindrical,0.200000,0,0,0
213491,sphere,cylindrical,0.200000,0,0,0
213492,sphere,cylindrical,0.200000,0,0,0
213493,sphere,cylindrical,0.200000,0,0,0
213401,sphere,cylindrical,0.200000,86,86,0
213404,sphere,cylindrical,0.200000,0,0,0
213405,sphere,cylindrical,0.200000,0,0,0
213420,sphere,cylindrical,0.200000,0,0,0
213421,sphere,cylindrical,0.200000,23,23,0
213371,sphere,cylindrical,0.200000,0,0,0
213372,sphere,cylindrical,0.200000,0,0,0
213373,sphere,cylindrical,0.200000,0,0,0
213399,sphere,cylindrical,0.200000,0,0,0
213378,sphere,cylindrical,0.200000,2,2,0
213387,sphere,cylindrical,0.200000,0,0,0
213388,sphere,cylindrical,0.200000,0,0,0
213397,sphere,cylindrical,0.200000,34,34,0
213398,sphere,cylindrical,0.200000,0,0,0
213394,sphere,cylindrical,0.200000,0,0,0
213395,sphere,cylindrical,0.200000,50,50,0
213380,sphere,cylindrical,0.200000,11,11,0
213381,sphere,cylindrical,0.200000,0,0,0
213383,sphere,cylindrical,0.200000,0,0,0
213384,sphere,cylindrical,0.200000,0,0,0
213385,sphere,cylindrical,0.200000,77,77,0
213386,sphere,cylindrical,0.200000,38,38,0
213370,sphere,cylindrical,0.200000,0,0,0
213357,sphere,cylindrical,0.200000,61,61,0
213358,sphere,cylindrical,0.200000,2,2,0
213359,sphere,cylindrical,0.200000,0,0,0
213360,sphere,cylindrical,0.200000,0,0,0
213203,sphere,cylindrical,0.200000,9,9,0
213313,sphere,cylindrical,0.200000,0,0,0
213256,sphere,cylindrical,0.200000,0,0,0
213308,sphere,cylindrical,0.200000,0,0,0
213311,sphere,cylindrical,0.200000,19,19,0
213312,sphere,cylindrical,0.200000,0,0,0
213301,sphere,cylindrical,0.200000,4,4,0
213302,sphere,cylindrical,0.200000,0,0,0
213303,sphere,cylindrical,0.200000,0,0,0
213304,sphere,cylindrical,0.200000,0,0,0
213293,sphere,cylindrical,0.200000,103,103,0
213294,sphere,cylindrical,0.200000,75,75,0
213295,sphere,cylindrical,0.200000,0,0,0
213296,sphere,cylindrical,0.200000,0,0,0
213297,sphere,cylindrical,0.200000,0,0,0
213300,sphere,cylindrical,0.200000,20,20,0
213276,sphere,cylindrical,0.200000,0,0,0
213277,sphere,cylindrical,0.200000,25,25,0
213278,sphere,cylindrical,0.200000,19,19,0
213251,sphere,cylindrical,0.200000,0,0,0
213252,sphere,cylindrical,0.200000,0,0,0
213253,sphere,cylindrical,0.200000,106,106,0
213160,sphere,cylindrical,0.200000,47,47,0
213161,sphere,cylindrical,0.200000,0,0,0
213162,sphere,cylindrical,0.200000,0,0,0
213163,sphere,cylindrical,0.200000,5,5,0
213193,sphere,cylindrical,0.200000,0,0,0
213194,sphere,cylindrical,0.200000,0,0,0
213164,sphere,cylindrical,0.200000,0,0,0
213165,sphere,cylindrical,0.200000,25,25,0
213166,sphere,cylindrical,0.200000,28,28,0
213167,sphere,cylindrical,0.200000,0,0,0
213168,sphere,cylindrical,0.200000,0,0,0
213192,sphere,cylindrical,0.200000,0,0,0
213184,sphere,cylindrical,0.200000,51,51,0
213185,sphere,cylindrical,0.200000,29,29,0
213186,sphere,cylindrical,0.200000,0,0,0
213188,sphere,cylindrical,0.200000,0,0,0
213189,sphere,cylindrical,0.200000,0,0,0
213190,sphere,cylindrical,0.200000,18,18,0
213191,sphere,cylindrical,0.200000,56,56,0
212962,sphere,cylindrical,0.200000,42,42,0
212972,sphere,cylindrical,0.200000,25,25,0
213076,sphere,cylindrical,0.200000,0,0,0
213116,sphere,cylindrical,0.200000,0,0,0
213010,sphere,cylindrical,0.200000,101,101,0
213054,sphere,cylindrical,0.200000,0,0,0
213055,sphere,cylindrical,0.200000,0,0,0
213011,sphere,cylindrical,0.200000,0,0,0
213014,sphere,cylindrical,0.200000,0,0,0
213046,sphere,cylindrical,0.200000,58,58,0
213048,sphere,cylindrical,0.200000,0,0,0
213049,sphere,cylindrical,0.200000,86,86,0
213050,sphere,cylindrical,0.200000,61,61,0
213051,sphere,cylindrical,0.200000,0,0,0
213052,sphere,cylindrical,0.200000,0,0,0
213053,sphere,cylindrical,0.200000,24,24,0
213015,sphere,cylindrical,0.200000,0,0,0
213017,sphere,cylindrical,0.200000,0,0,0
213018,sphere,cylindrical,0.200000,0,0,0
213019,sphere,cylindrical,0.200000,78,78,0
213029,sphere,cylindrical,0.200000,48,48,0
212999,sphere,cylindrical,0.200000,0,0,0
213009,sphere,cylindrical,0.200000,6,6,0
213008,sphere,cylindrical,0.200000,0,0,0
212990,sphere,cylindrical,0.200000,0,0,0
212991,sphere,cylindrical,0.200000,0,0,0
212992,sphere,cylindrical,0.200000,21,21,0
212987,sphere,cylindrical,0.200000,37,37,0
212988,sphere,cylindrical,0.200000,0,0,0
212989,sphere,cylindrical,0.200000,0,0,0
212979,sphere,cylindrical,0.200000,0,0,0
212983,sphere,cylindrical,0.200000,96,96,0
212984,sphere,cylindrical,0.200000,20,20,0
212985,sphere,cylindrical,0.200000,0,0,0
212986,sphere,cylindrical,0.200000,0,0,0
212967,sphere,cylindrical,0.200000,0,0,0
212968,sphere,cylindrical,0.200000,0,0,0
212969,sphere,cylindrical,0.200000,54,54,0
212970,sphere,cylindrical,0.200000,0,0,0
212954,sphere,cylindrical,0.200000,3,3,0
212956,sphere,cylindrical,0.200000,41,41,0
212957,sphere,cylindrical,0.200000,84,84,0
212958,sphere,cylindrical,0.200000,101,101,0
212959,sphere,cylindrical,0.200000,74,74,0
212960,sphere,cylindrical,0.200000,14,14,0
212961,sphere,cylindrical,0.200000,0,0,0
212593,sphere,cylindrical,0.200000,10,10,0
212594,sphere,cylindrical,0.200000,6,6,0
212595,sphere,cylindrical,0.200000,8,8,0
212578,sphere,cylindrical,0.200000,0,0,0
212588,sphere,cylindrical,0.200000,0,0,0
212589,sphere,cylindrical,0.200000,0,0,0
212590,sphere,cylindrical,0.200000,0,0,0
212592,sphere,cylindrical,0.200000,0,0,0
212577,sphere,cylindrical,0.200000,89,89,0
212569,sphere,cylindrical,0.200000,1,1,0
212570,sphere,cylindrical,0.200000,100,100,0
212571,sphere,cylindrical,0.200000,0,0,0
212572,sphere,cylindrical,0.200000,0,0,0
212575,sphere,cylindrical,0.200000,34,34,0
212576,sphere,cylindrical,0.200000,0,0,0
212491,sphere,cylindrical,0.200000,0,0,0
212492,sphere,cylindrical,0.200000,0,0,0
212501,sphere,cylindrical,0.200000,0,0,0
212502,sphere,cylindrical,0.200000,0,0,0
212503,sphere,cylindrical,0.200000,68,68,0
212504,sphere,cylindrical,0.200000,3,3,0
212505,sphere,cylindrical,0.200000,60,60,0
212507,sphere,cylindrical,0.200000,0,0,0
212508,sphere,cylindrical,0.200000,0,0,0
212494,sphere,cylindrical,0.200000,83,83,0
212495,sphere,cylindrical,0.200000,101,101,0
212498,sphere,cylindrical,0.200000,0,0,0
212499,sphere,cylindrical,0.200000,0,0,0
212466,sphere,cylindrical,0.200000,2,2,0
212483,sphere,cylindrical,0.200000,0,0,0
212484,sphere,cylindrical,0.200000,0,0,0
212485,sphere,cylindrical,0.200000,0,0,0
212477,sphere,cylindrical,0.200000,59,59,0
212478,sphere,cylindrical,0.200000,22,22,0
212479,sphere,cylindrical,0.200000,0,0,0
212480,sphere,cylindrical,0.200000,0,0,0
212467,sphere,cylindrical,0.200000,12,12,0
212468,sphere,cylindrical,0.200000,0,0,0
212462,sphere,cylindrical,0.200000,0,0,0
212310,sphere,cylindrical,0.200000,0,0,0
212457,sphere,cylindrical,0.200000,0,0,0
212414,sphere,cylindrical,0.200000,18,18,0
212453,sphere,cylindrical,0.200000,0,0,0
212454,sphere,cylindrical,0.200000,0,0,0
212455,sphere,cylindrical,0.200000,110,110,0
212456,sphere,cylindrical,0.200000,2,2,0
212311,sphere,cylindrical,0.200000,0,0,0
212320,sphere,cylindrical,0.200000,0,0,0
212321,sphere,cylindrical,0.200000,0,0,0
212312,sphere,cylindrical,0.200000,19,19,0
212315,sphere,cylindrical,0.200000,83,83,0
212316,sphere,cylindrical,0.200000,0,0,0
212319,sphere,cylindrical,0.200000,0,0,0
212257,sphere,cylindrical,0.200000,0,0,0
212258,sphere,cylindrical,0.200000,110,110,0
212309,sphere,cylindrical,0.200000,0,0,0
212259,sphere,cylindrical,0.200000,54,54,0
212283,sphere,cylindrical,0.200000,0,0,0
212284,sphere,cylindrical,0.200000,0,0,0
212308,sphere,cylindrical,0.200000,42,42,0
212006,sphere,cylindrical,0.200000,0,0,0
212051,sphere,cylindrical,0.200000,0,0,0
212036,sphere,cylindrical,0.200000,0,0,0
212040,sphere,cylindrical,0.200000,0,0,0
212041,sphere,cylindrical,0.200000,43,43,0
212007,sphere,cylindrical,0.200000,0,0,0
212035,sphere,cylindrical,0.200000,0,0,0
212026,sphere,cylindrical,0.200000,0,0,0
212027,sphere,cylindrical,0.200000,26,26,0
212030,sphere,cylindrical,0.200000,7,7,0
212031,sphere,cylindrical,0.200000,0,0,0
212017,sphere,cylindrical,0.200000,0,0,0
212018,sphere,cylindrical,0.200000,0,0,0
212020,sphere,cylindrical,0.200000,35,35,0
212021,sphere,cylindrical,0.200000,50,50,0
212022,sphere,cylindrical,0.200000,44,44,0
212023,sphere,cylindrical,0.200000,0,0,0
212024,sphere,cylindrical,0.200000,0,0,0
211973,sphere,cylindrical,0.200000,0,0,0
211974,sphere,cylindrical,0.200000,0,0,0
211991,sphere,cylindrical,0.200000,0,0,0
212001,sphere,cylindrical,0.200000,18,18,0
212002,sphere,cylindrical,0.200000,2,2,0
212003,sphere,cylindrical,0.200000,36,36,0
212004,sphere,cylindrical,0.200000,0,0,0
212005,sphere,cylindrical,0.200000,0,0,0
211949,sphere,cylindrical,0.200000,0,0,0
211950,sphere,cylindrical,0.200000,0,0,0
211951,sphere,cylindrical,0.200000,33,33,0
211952,sphere,cylindrical,0.200000,80,80,0
211916,sphere,cylindrical,0.200000,0,0,0
211917,sphere,cylindrical,0.200000,0,0,0
211946,sphere,cylindrical,0.200000,23,23,0
211948,sphere,cylindrical,0.200000,0,0,0
211942,sphere,cylindrical,0.200000,0,0,0
211943,sphere,cylindrical,0.200000,0,0,0
211944,sphere,cylindrical,0.200000,44,44,0
211945,sphere,cylindrical,0.200000,40,40,0
211830,sphere,cylindrical,0.200000,0,0,0
211831,sphere,cylindrical,0.200000,0,0,0
211856,sphere,cylindrical,0.200000,118,118,0
211857,sphere,cylindrical,0.200000,0,0,0
211835,sphere,cylindrical,0.200000,63,63,0
211730,sphere,cylindrical,0.200000,3,3,0
211731,sphere,cylindrical,0.200000,122,122,0
211732,sphere,cylindrical,0.200000,0,0,0
211733,sphere,cylindrical,0.200000,0,0,0
211722,sphere,cylindrical,0.200000,31,31,0
211723,sphere,cylindrical,0.200000,39,39,0
211728,sphere,cylindrical,0.200000,0,0,0
211729,sphere,cylindrical,0.200000,0,0,0
211387,sphere,cylindrical,0.200000,0,0,0
211388,sphere,cylindrical,0.200000,0,0,0
211611,sphere,cylindrical,0.200000,0,0,0
211634,sphere,cylindrical,0.200000,0,58,0
211635,sphere,cylindrical,0.200000,0,0,0
211695,sphere,cylindrical,0.200000,0,0,0
211696,sphere,cylindrical,0.200000,75,75,0
211719,sphere,cylindrical,0.200000,0,0,0
211720,sphere,cylindrical,0.200000,0,0,0
211721,sphere,cylindrical,0.200000,43,43,0
211698,sphere,cylindrical,0.200000,33,33,0
211707,sphere,cylindrical,0.200000,0,0,0
211699,sphere,cylindrical,0.200000,21,21,0
211702,sphere,cylindrical,0.200000,0,0,0
211703,sphere,cylindrical,0.200000,0,0,0
211704,sphere,cylindrical,0.200000,0,0,0
211706,sphere,cylindrical,0.200000,119,119,0
211615,sphere,cylindrical,0.200000,0,0,0
211616,sphere,cylindrical,0.200000,0,0,0
211560,sphere,cylindrical,0.200000,0,0,0
211576,sphere,cylindrical,0.200000,104,104,0
211578,sphere,cylindrical,0.200000,0,0,0
211579,sphere,cylindrical,0.200000,2,2,0
211602,sphere,cylindrical,0.200000,0,0,0
211591,sphere,cylindrical,0.200000,73,73,0
211592,sphere,cylindrical,0.200000,0,0,0
211562,sphere,cylindrical,0.200000,0,0,0
211563,sphere,cylindrical,0.200000,0,0,0
211566,sphere,cylindrical,0.200000,0,0,0
211569,sphere,cylindrical,0.200000,0,0,0
211570,sphere,cylindrical,0.200000,0,0,0
211571,sphere,cylindrical,0.200000,52,52,0
211572,sphere,cylindrical,0.200000,25,25,0
211525,sphere,cylindrical,0.200000,62,62,0
211526,sphere,cylindrical,0.200000,0,0,0
211528,sphere,cylindrical,0.200000,0,0,0
211529,sphere,cylindrical,0.200000,0,0,0
211530,sphere,cylindrical,0.200000,36,36,0
211531,sphere,cylindrical,0.200000,0,0,0
211532,sphere,cylindrical,0.200000,0,0,0
211533,sphere,cylindrical,0.200000,0,0,0
211559,sphere,cylindrical,0.200000,0,0,0
211550,sphere,cylindrical,0.200000,63,63,0
211551,sphere,cylindrical,0.200000,0,0,0
211538,sphere,cylindrical,0.200000,0,0,0
211539,sphere,cylindrical,0.200000,0,0,0
211548,sphere,cylindrical,0.200000,37,37,0
211540,sphere,cylindrical,0.200000,54,54,0
211543,sphere,cylindrical,0.200000,13,13,0
211544,sphere,cylindrical,0.200000,0,0,0
211547,sphere,cylindrical,0.200000,0,0,0
211522,sphere,cylindrical,0.200000,126,126,0
